Time;AMF_UE_NGAP_ID;ip_source;procedureCode;EPD;spare;SecHdr;Type;NAS_KSI;5GSRegType;5GSID;UESecCap;PayloadContainerType;PayloadContainer;RES;Seqn;EPD_2;spare_2;SecHdr_2;NASSecAlgo;EPD_3;spare_3;SecHdr_3;Type_2
8.175777;32;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
8.193527;32;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
8.193848;32;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
8.193948;32;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
8.369362;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
8.377127;33;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
8.378141;33;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
8.384455;33;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
8.385762;33;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
8.40666;33;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
8.409037;33;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
8.409774;33;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
8.568768;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
8.577401;34;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
8.577589;34;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
8.578706;34;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
8.578832;34;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
8.59676;34;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
8.596947;34;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
8.59701;34;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
8.768803;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
8.777115;35;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
8.77727;35;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
8.778459;35;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
8.77918;35;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
8.788529;35;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
8.788832;35;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
8.788922;35;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
8.968836;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
8.981094;36;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
8.981268;36;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
8.982785;36;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
8.982955;36;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
9.000545;36;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
9.000869;36;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
9.000966;36;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
9.168764;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
9.180719;37;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
9.180888;37;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
9.182447;37;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
9.182653;37;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
9.189323;37;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
9.189669;37;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
9.189926;37;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
9.36887;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
9.381917;38;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
9.382083;38;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
9.383331;38;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
9.38349;38;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
9.402133;38;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
9.402471;38;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
9.402581;38;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
9.568749;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
9.583916;39;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
9.584124;39;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
9.585503;39;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
9.585735;39;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
9.592965;39;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
9.593236;39;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
9.593329;39;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
9.768771;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
9.785436;40;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
9.785603;40;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
9.787015;40;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
9.787176;40;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
9.805799;40;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
9.80608;40;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
9.806171;40;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
9.968777;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
9.986787;41;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
9.98696;41;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
9.988345;41;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
9.988519;41;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
9.996869;41;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
9.997148;41;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
9.997243;41;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
10.1688;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
10.187763;42;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
10.187994;42;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
10.189248;42;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
10.189414;42;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
10.208321;42;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
10.208607;42;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
10.208755;42;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
10.36882;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
10.37121;43;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
10.371379;43;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
10.372831;43;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
10.373052;43;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
10.377815;43;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
10.378091;43;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
10.378189;43;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
10.568762;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
10.57052;44;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
10.570724;44;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
10.572064;44;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
10.572236;44;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
10.576678;44;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
10.576961;44;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
10.577054;44;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
10.768744;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
10.7758;45;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
10.776104;45;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
10.777437;45;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
10.777607;45;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
10.783858;45;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
10.784187;45;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
10.784274;45;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
10.968821;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
10.972714;46;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
10.972879;46;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
10.974355;46;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
10.974519;46;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
10.997606;46;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
10.997917;46;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
10.998007;46;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
11.168772;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
11.17826;47;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
11.178385;47;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
11.179335;47;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
11.179436;47;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
11.185396;47;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
11.185648;47;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
11.185735;47;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
11.368748;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
11.374722;48;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
11.374894;48;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
11.376298;48;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
11.376462;48;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
11.395141;48;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
11.395413;48;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
11.395505;48;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
11.568786;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
11.58161;49;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
11.581829;49;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
11.583172;49;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
11.583344;49;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
11.590404;49;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
11.590723;49;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
11.590823;49;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
11.768754;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
11.770441;50;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
11.770599;50;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
11.772132;50;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
11.7723;50;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
11.783233;50;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
11.783508;50;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
11.783596;50;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
11.968812;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
11.986773;51;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
11.986961;51;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
11.988208;51;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
11.988372;51;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
12.010587;51;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
12.01091;51;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
12.011006;51;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
12.168788;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
12.182536;52;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
12.182747;52;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
12.184247;52;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
12.184423;52;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
12.202786;52;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
12.203063;52;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
12.203157;52;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
12.368789;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
12.390023;53;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
12.390191;53;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
12.391506;53;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
12.3917;53;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
12.398313;53;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
12.398591;53;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
12.39872;53;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
12.568755;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
12.585676;54;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
12.58585;54;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
12.58733;54;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
12.587498;54;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
12.611557;54;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
12.611906;54;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
12.612017;54;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
12.768745;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
12.772524;55;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
12.772722;55;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
12.774276;55;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
12.774444;55;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
12.79757;55;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
12.797871;55;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
12.79796;55;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
12.96875;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
12.98969;56;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
12.98986;56;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
12.991483;56;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
12.991752;56;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
13.009718;56;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
13.009993;56;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
13.010082;56;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
13.168817;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
13.175917;57;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
13.176101;57;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
13.177453;57;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
13.177621;57;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
13.18746;57;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
13.187787;57;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
13.187916;57;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
13.36882;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
13.377174;58;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
13.377358;58;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
13.378701;58;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
13.378874;58;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
13.397332;58;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
13.397615;58;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
13.397747;58;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
13.568753;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
13.578099;59;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
13.578263;59;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
13.579634;59;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
13.579827;59;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
13.602358;59;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
13.602689;59;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
13.602789;59;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
13.768746;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
13.779622;60;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
13.779824;60;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
13.781326;60;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
13.781493;60;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
13.800264;60;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
13.800543;60;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
13.800633;60;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
13.968776;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
13.981545;61;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
13.981752;61;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
13.983024;61;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
13.983183;61;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
13.995768;61;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
13.996092;61;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
13.996188;61;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
14.168761;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
14.18683;62;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
14.187;62;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
14.18843;62;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
14.188596;62;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
14.203184;62;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
14.203464;62;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
14.203558;62;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
14.368736;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
14.386282;63;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
14.386442;63;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
14.387752;63;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
14.387954;63;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
14.411948;63;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
14.412223;63;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
14.41231;63;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
14.568737;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
14.570483;64;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
14.570684;64;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
14.572015;64;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
14.572176;64;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
14.576433;64;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
14.57676;64;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
14.576852;64;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
14.768768;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
14.790036;65;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
14.790204;65;20.0.2.10;46;126;0;0;87;;;;;;;16;;;;;;;;;
14.791491;65;20.0.20.10;4;126;0;3;93;0;;;2;;;;0;126;0;0;0;;;;
14.791699;65;20.0.2.10;46;126;0;4;94;7;1;1;2;1;None;;0;126;0;0;;126;0;0;65
14.801932;65;20.0.20.10;14;126;0;2;66;;;2;;;;;1;126;0;0;;;;;
14.802205;65;20.0.2.10;46;126;0;2;67;;;;;;;;1;126;0;0;;;;;
14.802298;65;20.0.2.10;46;126;0;2;103;;;;;1;8;;2;126;0;0;;46;;;
14.968768;-1;20.0.2.10;15;126;0;0;65;7;1;1;2;1;None;;;;;;;;;;
14.976873;66;20.0.20.10;4;126;0;0;86;0;;;;;;;;;;;;;;;
